,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
88173,373200017421001024,"Аукцион в электронной форме на право заключения контракта на поставку Д-димер высокочувствительного для коагулометров ACL TOP производства ""Инструментэйшн Лаборатори С.П.А.""",3732000174,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 52 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","123182, Москва, Пехотная, дом 3","Российская Федерация, 123182, Москва, УЛИЦА ПЕХОТНАЯ, ДОМ 3",7734115329,CU,9925965.14,9596535.0,368.0,0.9668112737297,2021-11,123182
88237,373200017421001088,"Аукцион в электронной форме на право заключения контракта на поставку реагентов и расходного материала   для автоматического иммуногематологического анализатора ""Галилео Нео"", производства Иммукор, США для отделения переливания крови, лот 2",3732000174,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 52 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","123182, Москва, Пехотная, дом 3","Российская Федерация, 123182, Москва, УЛИЦА ПЕХОТНАЯ, ДОМ 3",7734115329,CU,4432480.94,3200000.0,364.0,0.7219433187229903,2021-12,123182
88365,373200017421001216,"Аукцион в электронной форме на право заключения контракта на поставку лекарственного средства: ацетилсалициловая кислота, варфарин, верапамил, глицин, десмопрессин, диклофенак, дротаверин, ивабрадин, каптоприл, карведилол, магния сульфат, мебеверин, менадиона натрия бисульфат.",3732000174,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 52 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","123182, Москва, Пехотная, дом 3","Российская Федерация, 123182, Москва, УЛИЦА ПЕХОТНАЯ, ДОМ 3",7734115329,CU,177405.13,453860.44,410.0,2.5583275974037503,2021-12,123182
88520,373200017521000128,Поставка бумаги для ОПОП.,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,99475.2,2766749.64,265.0,27.81346144566686,2021-02,127322
88581,373200017521000192,Поставка посуды бумажной,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,14800.0,7967106.67,262.0,538.3180182432433,2021-03,127322
88642,373200017521000256,"Техническое обслуживание автоматической системы пожарной сигнализации в помещениях по адресам: Ярославское шоссе д. 122 корп. 1, ул. Дудинка, д.2, корп. 2; ул. Проходчиков, д. 12; ул. Холмогорская д. 2 корп. 2 стр. 2; ул. Проходчиков, д. 12; Югорский пр-д, д. 6; ул. Палехская, д.21; ул. Палехская, д. 7; Ярославское шоссе, д. 16.",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,414200.52,148500.0,263.0,0.3585220028212422,2021-03,127322
88700,373200017521000320,"Поставка песка для дорожных работ  для нужд ГБК ""Жилищник района Марьина Роща"" в 2021 году(СУР)",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,215109.0,9910358.88,97.0,46.071335369510344,2021-03,127322
88756,373200017521000384,"Поставка крошки резиновой и каучуковой для нужд ГБУ ""Жилищник Лосиноостровского района"" за счет стимулирования района в 2021 году.",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,2828960.0,2048823.83,248.0,0.7242321665912562,2021-03,127322
88820,373200017521000448,Поставка асфальтобетонных смесей,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,1131000.0,374120.0,257.0,0.3307869142351901,2021-04,127322
88880,373200017521000512,Поставка оборудования для оперативного информирования жителей Северо-Восточного административного округа города Москвы о реализации государственных программ города Москвы и окружных мероприятий (МФУ),3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,224746.11,1108400.0,244.0,4.9317872509562015,2021-03,127322
88941,373200017521000576,"Поставка спортивного инвентаря для нужд ГБУ ЦСиТР ""Радуга-Свиблово""",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,136391.33,8202019.43,96.0,60.135929681160825,2021-03,127322
89001,373200017521000640,"Поставка дорожной асфальтобетонной смеси для нужд ГБУ ""Жилищник Лосиноостровского района"" за счет стимулирования района в 2021 году.",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,1427130.0,253511.93,126.0,0.17763758732561152,2021-03,127322
89062,373200017521000704,"Поставка электрических инструментов, электротоваров и инструмента для выполнения ремонта в МКД в 2021 году (реновация) в районе Марфино",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,228045.9,4877685.07,228.0,21.38904961676575,2021-04,127322
89178,373200017521000832,Оказание услуг по формированию материально-технического запаса для выполнения работ по ремонту защитного сооружения гражданской обороны,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,424784.09,1559238.5,223.0,3.670661252873195,2021-04,127322
89236,373200017521000896,Поставка картриджей и фотобарабанов для нужд управы района,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,386114.46,1938241.13,198.0,5.019861545718852,2021-04,127322
89296,373200017521000960,Поставка товара для формирования материально-технического запаса строительных материалов для нужд района Южное Медведково в 2021г.,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,421201.6,2406773.2,217.0,5.7140647139042215,2021-04,127322
89353,373200017521001024,Поставка монолитного поликарбоната для нужд ГБУ «Автомобильные дороги СВАО»,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,88980.0,9822989.51,195.0,110.39547662396043,2021-05,127322
89414,373200017521001088,Поставка сетевых фильтров для нужд управы района,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,36723.6,602299.34,155.0,16.400879543399885,2021-05,127322
89540,373200017521001216,"Выполнение ремонтных работ на территории района Южное Медведково, СВАО, города Москвы",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,2900000.0,9451389.7,136.0,3.259099896551724,2021-06,127322
89586,373200017521001280,Поставка дивана паркового,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,389525.85,945789.95,151.0,2.4280543897150855,2021-07,127322
89691,373200017521001408,Оказание услуг по обеспечению грузовым автотранспортом в период подготовки и проведения выборов депутатов Государственной Думы в 2021 году,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,22000.0,650821.47,129.0,29.58279409090909,2021-07,127322
89755,373200017521001472,Поставка флэш-накопителей и дисков CD-R для нужд Совета ветеранов,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,5361.7,6700000.0,30.0,1249.603670477647,2021-08,127322
89874,373200017521001600,Выполнение работ по ремонту квартиры детям - сиротам в Алексеевском районе города Москвы,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,90000.0,55500.0,467.0,0.6166666666666667,2021-09,127322
89937,373200017521001664,"Поставка расходных материалов для техники ГБУ ""Жилищник Ярославского района""",3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,565217.5,4020771.26,31.0,7.113670861217142,2021-09,127322
89997,373200017521001728,Поставка мебели для нужд управы,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,95208.67,309673.0,425.0,3.2525714307320963,2021-10,127322
90060,373200017521001792,Поставка холодильника для нужд ОПОП.,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,17365.67,1398300.34,30.0,80.52095542527297,2021-10,127322
90119,373200017521001856,изготовление сувенирных значков с логотипом заказчика для нужд Совета ветеранов,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,35271.73,4695800.0,120.0,133.13211458581702,2021-11,127322
90179,373200017521001920,Оказание услуг по перевозке грузов в рамках программы реновации жилья на территории Лосиноостровского района,3732000175,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14","Российская Федерация, 127322, Москва, УЛИЦА МИЛАШЕНКОВА, ДОМ 14",7715695360,AI,3845974.56,8000000.0,364.0,2.0800969624718473,2021-11,127322
90403,373200018821000064,"Оказание услуг по обязательному страхованию гражданской ответственности транспортных средств (ОСАГО) для нужд ГБУ ""Жилищник Савеловского района"" в 2021 году.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,533871.27,521856.5,310.0,0.9774950054907431,2021-02,127434
90519,373200018821000192,Оказание услуг по изготовлению    сувенирной продукции для праздничных мероприятий на территории Дмитровского района города Москвы  в 2021 году,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,260000.0,135140.0,76.0,0.5197692307692308,2021-02,127434
90636,373200018821000320,Поставка канцелярских принадлежностей для нужд управы района Беговой города Москвы и ОПОП района Беговой в 2021 году,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,74917.92,39314664.08,260.0,524.7698291677078,2021-03,127434
90697,373200018821000384,Оказание комплекса услуг по содействию в организации и осуществлении переселения граждан в рамках программы реновации жилья с осуществлением контроля процесса в онлайн режиме (80 квартир) в районе Западное Дегунино в 2021 году,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,1359333.3,267139.54,261.0,0.19652247171462656,2021-03,127434
90804,373200018821000512,"Поставка МАФ для выполнение работ по ремонту дворовых территорий за счет средств стимулирования управ районов по адресам: г. Москва, Березовой рощи пр., д.4, д.6, д.8; Ходынский бульвар, д.17; Хорошевское ш., д.7 стр.2; Поликарпова ул., д.21 к.4 в 2021 году.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,2828653.77,1681717.59,248.0,0.5945293156185743,2021-03,127434
90859,373200018821000576,Оказание услуг по техническому обслуживанию и планово-предупредительному ремонту автоматических установок пожарной сигнализации и систем оповещения людей о пожаре в управе и досуговых учреждений района Восточное Дегунино города Москвы в 2021 году,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,261201.6,56819.7,234.0,0.2175319753018358,2021-04,127434
90920,373200018821000640,"Поставка хозяйственного имущества (ограждения строительные) для накопления, хранения и использования в целях гражданской обороны САО г. Москвы запасов материально-технических, продовольственных, медицинских и иных средств для управы района Левобережный города Москвы.",3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,45000.0,3868600.0,207.0,85.96888888888888,2021-04,127434
90980,373200018821000704,Поставка товаров (световая башня) в рамках организации мероприятий по закупке запасов ГО в 2021 году.,3732000188,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ДИРЕКЦИЯ ЗАКАЗЧИКА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА СЕВЕРНОГО АДМИНИСТРАТИВНОГО ОКРУГА""","127434, Москва, Дмитровское шоссе, д.5, корп.1","Российская Федерация, 127434, Москва, ШОССЕ ДМИТРОВСКОЕ, 5/1",7713652964,AI,41000.0,1179000.0,30.0,28.75609756097561,2021-04,127434
